Vibration iOSApp file: VibrationDatag500-2.csv
Source,Internal Gyroscope
Date and Time,2022-05-01 at 14:40:48
3,  Channels
2048, Points
50.000000, Sample Rate (Hz)
-88.322230, Longitude
36.297386, Latitude
0.000000, Speed (m/s)
Frequency Data State, Velocity
Time,Alpha,Beta,Gamma
2.56009412e+00,8.70986842e-03,7.65738683e-03,-4.09141416e-03
2.58025312e+00,5.40568447e-03,4.65014577e-03,-5.21287136e-03
2.60041118e+00,5.26986318e-03,5.47359511e-03,-5.16866287e-03
2.62056923e+00,6.80304505e-03,5.58837736e-03,-1.17232348e-03
2.64072704e+00,4.16864594e-03,2.75397487e-03,-6.81662699e-03
2.66088605e+00,2.76489393e-03,8.03901814e-03,-9.29150265e-03
2.68104410e+00,4.10339842e-03,8.43396503e-03,-3.82296764e-03
2.70120215e+00,2.95238034e-03,4.54841275e-03,-2.14837212e-03
2.72136021e+00,2.71296222e-03,5.32765361e-03,-2.22853315e-03
2.74151921e+00,6.99718948e-03,4.60726861e-03,-4.08901740e-03
2.76167703e+00,4.05492913e-03,9.54210584e-04,-6.27920125e-03
2.78183508e+00,5.59157319e-03,2.95717409e-03,-5.61181316e-03
2.80199313e+00,1.01716770e-02,4.69515286e-03,-3.76144866e-03
2.82215118e+00,5.91168506e-03,2.12014257e-03,-4.95800702e-03
2.84230947e+00,7.85898825e-04,4.75001428e-03,-1.16726349e-03
2.86246753e+00,4.04693978e-03,5.95562719e-03,-4.58409917e-03
2.88262534e+00,6.52794028e-03,5.08317538e-03,-5.11859544e-03
2.90278339e+00,4.52471059e-03,1.23464142e-03,-6.60304166e-03
2.92294240e+00,7.70798698e-03,6.68986049e-03,-6.70770369e-03
2.94310045e+00,6.18199585e-03,5.76467859e-03,-4.05705953e-03
2.96325850e+00,6.20702934e-03,-3.30498297e-04,-2.74944748e-03
2.98341632e+00,7.46111199e-03,2.31242273e-03,-6.40596775e-03
3.00357533e+00,3.24239861e-03,5.87999355e-03,-3.89513932e-03
3.02373338e+00,6.74259104e-03,5.81554463e-03,-3.99367651e-03
3.04389143e+00,4.70127817e-03,2.78140535e-03,-5.81634371e-03
3.06404948e+00,8.57431348e-03,5.43657690e-03,-3.03520472e-03
3.08420849e+00,7.87257031e-03,2.79445481e-03,-4.45147371e-03
3.10436630e+00,6.58812793e-03,5.54523384e-03,-7.60758575e-03
3.12452435e+00,7.38947280e-03,6.52128272e-03,-6.15696190e-03
3.14468241e+00,7.14206556e-03,5.44856116e-03,-5.70529001e-03
3.16484046e+00,6.93753455e-03,9.83771752e-04,-4.41605365e-03
3.18499947e+00,5.58438245e-03,1.29775843e-03,-4.94362600e-03
3.20515752e+00,5.25734620e-03,5.73058985e-03,-5.12205763e-03
3.22531533e+00,8.58869404e-03,5.43471286e-03,-4.95028403e-03
3.24547338e+00,5.47945406e-03,3.41550400e-03,-3.78408562e-03
3.26563239e+00,4.64987941e-03,4.06504888e-03,-4.79209190e-03
3.28579044e+00,3.64773162e-03,5.95189864e-03,-5.35135577e-03
3.30594850e+00,7.21104117e-03,4.83283820e-03,-5.68185421e-03
3.32610631e+00,4.28529270e-03,4.32044640e-03,-4.11724718e-03
3.34626532e+00,7.83342216e-03,3.02401930e-03,-3.15185124e-03
3.36642337e+00,8.50134250e-03,2.83120642e-03,-4.78143943e-03
3.38658142e+00,7.53008807e-03,5.86507982e-03,-3.77929187e-03
3.40673947e+00,6.05549570e-03,4.61099716e-03,-6.67681126e-03
3.42689848e+00,7.87017401e-03,8.55274219e-03,-5.02112368e-03
3.44705653e+00,5.59503492e-03,3.65518848e-03,-5.24482923e-03
3.46721435e+00,4.44215257e-03,3.22961551e-03,-1.00268016e-03
3.48737240e+00,2.21415213e-03,2.81922240e-03,-2.54731346e-03
3.50753140e+00,4.05413006e-03,3.86850769e-03,-3.69460345e-03
3.52768946e+00,4.82564792e-03,2.26821424e-03,-4.19314718e-03
3.54784751e+00,5.54576656e-03,4.56998451e-03,-2.65703583e-03
3.56800532e+00,6.23339461e-03,7.79640395e-03,-6.91463146e-03
3.58816338e+00,7.11436849e-03,6.24031899e-03,-2.77554640e-03
3.60832238e+00,5.12445439e-03,1.06526444e-04,-5.10607893e-03
3.62848043e+00,7.56657310e-03,5.48797613e-03,-7.37429317e-03
3.64863849e+00,2.13745306e-03,2.84851715e-03,-4.59714886e-03
3.66879630e+00,3.70632135e-03,3.53081897e-03,-3.39632924e-03
3.68895531e+00,2.69432017e-03,5.17212506e-03,-5.56094665e-03
3.70911336e+00,4.98117646e-03,5.25122089e-03,-3.57848941e-03
3.72927141e+00,6.80064829e-03,4.44401708e-03,-6.21794863e-03
3.74942946e+00,6.79399027e-03,1.01945805e-03,-6.90078316e-03
3.76958847e+00,8.56472645e-03,4.50180750e-03,-2.73453374e-03
3.78974652e+00,3.88368778e-03,5.10208402e-03,-1.60934823e-03
3.80990434e+00,6.54738164e-03,5.78465220e-03,-1.76168105e-03
3.83006239e+00,5.17665269e-03,2.60403892e-03,-3.32042924e-03
3.85022163e+00,3.88714997e-03,4.88130795e-03,-5.18251164e-03
3.87037969e+00,5.84164402e-03,5.14922198e-03,-3.03334044e-03
3.89053774e+00,5.89224370e-03,3.94387543e-03,-8.72611348e-03
3.91069555e+00,5.48531301e-03,3.81577713e-03,-1.89776858e-03
3.93085456e+00,7.17002852e-03,6.18732208e-03,-2.27407319e-03
3.95101261e+00,6.20916020e-03,7.51144579e-03,-8.21318850e-03
3.97116756e+00,3.91751016e-03,6.51755417e-03,-7.16949580e-03
3.99132657e+00,6.29012007e-03,3.01789423e-03,-5.90635883e-03
4.01148462e+00,7.89573975e-03,4.52151475e-03,-4.88663418e-03
4.03164244e+00,5.00115007e-03,5.32339280e-03,-4.36252402e-03
4.05180073e+00,8.10426567e-03,5.51860221e-03,-2.68313475e-03
4.07195950e+00,7.23154750e-03,4.63496568e-03,-7.19026849e-03
4.09211779e+00,7.87656475e-03,3.45145672e-04,-6.18226221e-03
4.11227560e+00,5.93405543e-03,4.56625596e-03,-4.31432109e-03
4.13243341e+00,4.49355179e-03,4.14787326e-03,-4.83124051e-03
4.15259171e+00,5.22512197e-03,5.35322027e-03,-2.02533393e-03
4.17275047e+00,4.88636782e-03,-8.83636822e-04,-6.10130187e-03
4.19290876e+00,6.13086298e-03,4.58836043e-03,-4.10499657e-03
4.21306658e+00,6.96017127e-03,4.38276399e-03,-7.91331660e-03
4.23322439e+00,4.47597494e-03,4.53323266e-03,-6.39025494e-03
4.25338364e+00,6.78759860e-03,4.22403961e-03,-4.12310613e-03
4.27354145e+00,7.01316819e-03,6.78679952e-03,-3.70765291e-03
4.29369974e+00,4.96253418e-03,3.34572932e-03,-4.56226105e-03
4.31385756e+00,4.23948606e-03,3.33108194e-03,-5.35881286e-03
4.33401680e+00,4.53749392e-03,5.03497245e-03,-3.25038820e-03
4.35417461e+00,6.33406220e-03,2.95584253e-03,-3.77636240e-03
4.37433243e+00,7.03473995e-03,5.67492982e-03,-7.24273268e-03
4.39449072e+00,7.94900302e-03,4.69408790e-03,-4.05892357e-03
4.41465044e+00,3.99527419e-03,5.44616440e-03,-2.08685291e-03
4.43480873e+00,4.81472909e-03,5.81847411e-03,-3.80405923e-03
4.45496655e+00,3.72869172e-03,1.94970018e-03,-4.70207725e-03
4.47512484e+00,6.96496526e-03,4.18595644e-03,-7.90479500e-03
4.49528265e+00,5.02325455e-03,4.01391648e-03,-7.13194534e-03
4.51544142e+00,5.26480330e-03,5.65548893e-03,-5.41420653e-03
4.53559971e+00,9.04409494e-03,4.63150349e-03,-4.70873527e-03
4.55575752e+00,9.73971281e-03,3.29140085e-03,-4.90181427e-03
4.57591581e+00,7.17428979e-03,4.87571536e-03,-4.85440996e-03
4.59607458e+00,1.43552367e-02,1.86261488e-03,-6.67601218e-03
4.61623240e+00,-1.91055180e-03,2.01042020e-03,-5.82246901e-03
4.63639069e+00,2.25223531e-03,1.16196377e-02,-4.06664703e-03
4.65654850e+00,7.63048930e-03,-7.23048230e-04,-3.71377822e-03
4.67670774e+00,5.06826164e-03,7.17136031e-03,-2.94465711e-03
4.69686556e+00,5.10021998e-03,5.41793508e-03,-4.13242681e-03
4.71702385e+00,7.75086414e-03,3.19579337e-03,-1.02598276e-02
4.73718166e+00,6.79425662e-03,6.35829708e-03,-3.54839582e-03
4.75734043e+00,5.23364404e-03,4.46319161e-03,-2.42107967e-03
4.77749872e+00,7.83821568e-03,5.48984017e-03,-4.97238804e-03
4.79765654e+00,3.79820028e-03,4.06638067e-03,-3.64879705e-03
4.81781483e+00,6.44964352e-03,6.76203240e-03,-5.27572213e-03
4.83797359e+00,5.35801379e-03,4.73616552e-03,-5.96974185e-03
4.85813236e+00,3.55878216e-03,2.76729069e-03,-3.93215753e-03
4.87829018e+00,1.09314770e-02,5.32179466e-03,-6.42168010e-03
4.89844799e+00,7.96338450e-03,1.64769776e-03,-6.08452410e-03
4.91860723e+00,5.71594248e-03,5.99211222e-03,-3.85758886e-03
4.93876505e+00,6.89572282e-03,4.95481119e-03,-4.92098881e-03
4.95892334e+00,3.75718763e-03,4.08129441e-03,-5.66880452e-03
4.97908115e+00,6.18599076e-03,4.98064375e-03,-5.46720345e-03
4.99924040e+00,7.08480738e-03,4.56252741e-03,-6.50956482e-03
5.01939821e+00,5.56707196e-03,6.14950527e-03,-2.94945086e-03
5.03955603e+00,7.38281524e-03,3.98621941e-03,-6.46722037e-03
5.05971432e+00,6.61662361e-03,3.17901536e-03,-3.60245793e-03
5.07987309e+00,5.50368847e-03,5.58731193e-03,-4.14148159e-03
5.10003138e+00,5.29383169e-03,4.66825487e-03,-1.69616728e-03
5.12018919e+00,7.89653882e-03,6.89519010e-03,-4.75640548e-03
5.14034700e+00,5.35854651e-03,5.33750746e-03,-3.82669619e-03
5.16050625e+00,6.86056912e-03,6.25203690e-03,-5.40488539e-03
5.18066406e+00,7.61024887e-03,6.97801448e-03,-3.24958912e-03
5.20082235e+00,7.95166660e-03,3.75878555e-03,-4.11085552e-03
5.22098017e+00,5.03870053e-03,4.99103032e-03,-1.36433740e-03
5.24113894e+00,8.01238604e-03,5.92100620e-03,-6.48319907e-03
5.26129723e+00,6.74046064e-03,4.93110903e-03,-5.20701241e-03
5.28145504e+00,2.84585403e-03,2.84825079e-03,-3.05224885e-03
5.30161333e+00,8.11465178e-03,4.61366028e-03,-5.20008849e-03
5.32177210e+00,4.23815474e-03,6.57214876e-03,-4.73137200e-03
5.34193039e+00,1.09866047e-02,6.28053257e-03,-4.92684776e-03
5.36208820e+00,5.22458926e-03,5.57026779e-03,-4.62910673e-03
5.38224602e+00,8.87977798e-03,5.77905960e-03,-7.83768296e-03
5.40240526e+00,1.19426791e-02,4.71193111e-03,-2.81576021e-03
5.42256308e+00,5.91008691e-03,7.09625892e-03,-4.47251275e-03
5.44272137e+00,4.95081628e-03,3.92017327e-03,-4.12390474e-03
5.46287918e+00,7.10291695e-03,2.60270736e-03,-5.05494606e-03
5.48303795e+00,4.09833854e-03,6.28798967e-03,-4.79129329e-03
5.50319624e+00,5.00035100e-03,6.23419369e-03,-4.69142431e-03
5.52335405e+00,4.32870211e-03,8.02570209e-03,-4.28662403e-03
5.54351234e+00,5.49170421e-03,6.88320631e-03,1.65089360e-03
5.56367111e+00,4.17024409e-03,6.45976327e-03,-4.86239931e-03
5.58382940e+00,7.57695967e-03,4.21445258e-03,-7.72449886e-03
5.60398722e+00,7.97297154e-03,5.40648308e-03,-6.84112823e-03
5.62414503e+00,7.46723730e-03,5.05681010e-03,-4.39927587e-03
5.64430428e+00,6.59744907e-03,2.76010018e-03,-2.53026932e-03
5.66446209e+00,3.24612693e-03,5.62779186e-03,-3.92683083e-03
5.68462038e+00,6.33752439e-03,3.59047367e-03,-4.23575751e-03
5.70477819e+00,3.76038346e-03,3.20990803e-03,-3.87196988e-03
5.72493696e+00,3.70658748e-03,2.59178830e-03,-4.48050210e-03
5.74509525e+00,8.19188356e-03,1.63997454e-03,-6.84086187e-03
5.76525307e+00,6.61103101e-03,5.20754512e-03,-5.04455948e-03
5.78541136e+00,7.29679503e-03,4.69941413e-03,-7.66191445e-03
5.80557013e+00,9.07578692e-03,9.03211068e-03,-6.36974862e-03
5.82572794e+00,5.18783787e-03,5.44216949e-03,-5.74497087e-03
5.84588623e+00,7.84407463e-03,8.17563850e-03,-3.69273918e-03
5.86604357e+00,3.90765630e-03,3.98941524e-03,-6.65577222e-03
5.88620281e+00,4.03868360e-03,5.24589466e-03,-4.13455768e-03
5.90636063e+00,8.69735144e-03,1.45168905e-03,-3.81338038e-03
5.92651844e+00,6.31036004e-03,6.05602842e-03,-5.09143155e-03
5.94667673e+00,4.40619979e-03,2.36355537e-03,-1.61307666e-03
5.96683550e+00,7.33754132e-03,4.91752708e-03,-5.57612674e-03
5.98699379e+00,8.56632367e-03,2.15130160e-03,-7.41077820e-03
6.00715160e+00,3.91777605e-03,5.64989634e-03,-6.66296249e-03
6.02730942e+00,7.70665566e-03,3.80698871e-03,-4.50766645e-03
6.04746866e+00,5.10661118e-03,2.72334856e-03,-5.57692582e-03
6.06762648e+00,3.72176757e-03,3.65758548e-03,-3.27009545e-03
6.08778477e+00,1.04600973e-02,4.17636940e-03,-4.79954900e-03
6.10794258e+00,8.82145483e-03,1.75235997e-04,-6.52314676e-03
6.12810183e+00,5.28530963e-03,7.73062417e-03,-4.01338376e-03
6.14825964e+00,7.54580041e-03,5.18490840e-03,-7.06350198e-03
6.16841745e+00,4.81632678e-03,7.38680968e-03,-4.33136523e-03
6.18857574e+00,4.47437679e-03,1.80242746e-03,-5.10794297e-03
6.20873451e+00,8.13435949e-03,4.79315734e-03,-5.35188848e-03
6.22889280e+00,5.24429698e-03,5.44989295e-03,-2.68633058e-03
6.24905062e+00,5.39396657e-03,4.59634978e-03,-6.26189075e-03
6.26920843e+00,3.99127929e-03,3.18966806e-03,-3.74067598e-03
6.28936768e+00,4.55666846e-03,4.35666507e-03,-5.76148275e-03
6.30952549e+00,8.80707335e-03,5.55881625e-03,-5.39902644e-03
6.32968378e+00,1.08451908e-02,8.42277985e-03,-5.02085779e-03
6.34984159e+00,7.45791616e-03,4.21764841e-03,-6.40650047e-03
6.37000084e+00,6.73673209e-03,4.18888591e-03,-8.78417026e-03
6.39015865e+00,6.29225047e-03,5.00035100e-03,-1.12864771e-03
6.41031647e+00,4.16545011e-03,2.92361830e-03,-3.04878689e-03
6.43047476e+00,9.70562454e-03,6.00622734e-03,-6.43419707e-03
6.45063353e+00,5.11593232e-03,7.98389036e-03,-4.60646953e-03
6.47079182e+00,5.55189187e-03,3.38754081e-03,-6.02220604e-03
6.49094963e+00,6.59052469e-03,5.79823414e-03,-5.10820933e-03
6.51110744e+00,6.72315015e-03,9.00095142e-03,-5.08104498e-03
6.53126669e+00,8.43662769e-03,1.14462664e-03,-6.65124459e-03
6.55142450e+00,8.77591502e-03,5.28637460e-03,-7.40678376e-03
6.57158279e+00,3.15850903e-03,4.74095950e-03,-6.68160478e-03
6.59174061e+00,2.84798443e-03,4.50234022e-03,-5.67279942e-03
6.61189985e+00,4.70687076e-03,4.48902417e-03,-7.48348283e-03
6.63205767e+00,1.17179088e-03,3.70232644e-03,-5.21233864e-03
6.65221548e+00,7.61424378e-03,4.42777155e-03,-4.47198004e-03
6.67237377e+00,7.72236800e-03,4.60460549e-03,-1.60988083e-03
6.69253254e+00,4.81765857e-03,1.78165478e-03,-5.86960698e-03
6.71269083e+00,7.76977232e-03,3.47169675e-03,-3.86291509e-03
6.73284864e+00,4.45413683e-03,5.38810762e-03,-3.68847814e-03
6.75300646e+00,5.28690731e-03,1.75315898e-03,-6.86909119e-03
6.77316570e+00,6.21102424e-03,5.85256284e-03,-5.13404189e-03
6.79332352e+00,5.58438245e-03,3.54626519e-03,-3.96384904e-03
6.81348181e+00,5.05707646e-03,6.73540076e-03,-4.61579068e-03
6.83363962e+00,8.31651967e-03,5.18650608e-03,-7.16177281e-03
6.85379839e+00,4.87225316e-03,4.70820256e-03,-4.17210814e-03
6.87395668e+00,1.01988418e-02,6.50477083e-03,-6.21528551e-03
6.89411449e+00,5.85069833e-03,5.15907584e-03,-4.78570024e-03
6.91427279e+00,9.62679461e-03,6.04457688e-03,-6.12420542e-03
6.93443155e+00,2.64185574e-03,5.56680560e-03,-1.20081927e-03
6.95458984e+00,5.18144621e-03,2.37287651e-03,-6.25256961e-03
6.97474766e+00,3.37502407e-03,7.50292372e-03,-5.70821948e-03
6.99490547e+00,7.91624654e-03,1.70788518e-03,-5.92553336e-03
7.01506472e+00,6.66962052e-03,1.68418302e-03,-4.41418961e-03
7.03522253e+00,4.82511520e-03,4.07410366e-03,-6.84325863e-03
7.05538082e+00,7.75192911e-03,5.81234926e-03,-4.55214130e-03
7.07553864e+00,6.48479722e-03,4.49568219e-03,-5.41527150e-03
7.09569740e+00,2.81975488e-03,6.62248256e-03,-4.32257680e-03
7.11585569e+00,7.11889565e-03,4.89249313e-03,-5.12498710e-03
7.13601351e+00,5.46267582e-03,3.55585269e-03,-4.18009749e-03
7.15617180e+00,3.62536125e-03,5.38038416e-03,-3.57555994e-03
7.17633057e+00,6.61129737e-03,6.48133503e-03,-8.05473048e-03
7.19648886e+00,5.89543954e-03,4.10579564e-03,-9.72107053e-03
7.21664667e+00,9.35089123e-03,7.59773236e-03,-5.30208740e-03
7.23680449e+00,6.87548285e-03,4.44854423e-03,-4.86080162e-03
7.25696373e+00,6.22700341e-03,9.81880818e-03,-3.68395075e-03
7.27712154e+00,5.79477195e-03,4.04640706e-03,-3.98408901e-03
7.29727983e+00,5.89730404e-03,9.01213661e-03,-4.11644811e-03
7.31743765e+00,5.05414698e-03,4.57584346e-03,-3.53747676e-03
7.33759642e+00,9.41001344e-03,5.53857628e-03,-6.76602684e-03
7.35775471e+00,3.07595101e-03,5.60169294e-03,-4.02270490e-03
7.37791252e+00,6.29038643e-03,1.23251090e-03,-2.90311198e-03
7.39807081e+00,6.57854043e-03,6.22673705e-03,-3.90126463e-03
7.41822958e+00,6.27201051e-03,3.81364673e-03,-5.68771316e-03
