Vibration iOSApp file: VibrationDatag500-1.csv
Source,Internal Gyroscope
Date and Time,2022-05-01 at 14:39:48
3,  Channels
2048, Points
50.000000, Sample Rate (Hz)
-88.322230, Longitude
36.297386, Latitude
0.000000, Speed (m/s)
Frequency Data State, Velocity
Time,Alpha,Beta,Gamma
6.04745150e-01,2.07220553e-03,6.25869492e-03,-3.22775124e-03
6.24903142e-01,4.07650042e-03,3.96438176e-03,-5.14229760e-03
6.45061135e-01,3.88555205e-03,3.63494852e-03,-3.75612243e-03
6.65220141e-01,3.40618310e-03,4.93030995e-03,-5.75802056e-03
6.85378134e-01,7.27522327e-03,1.34516263e-03,-2.57607573e-03
7.05536127e-01,5.39370021e-03,2.50150729e-03,-4.93616890e-03
7.25694120e-01,3.80725507e-03,2.44637975e-03,-6.30822964e-03
7.45852113e-01,6.88720075e-03,4.21924610e-03,-6.11515064e-03
7.66010106e-01,-3.82962549e-04,7.56364362e-03,-3.35291983e-03
7.86169112e-01,5.48850885e-03,7.41637079e-03,-4.56625596e-03
8.06327105e-01,6.91729458e-03,3.25464923e-03,-7.46244378e-03
8.26485097e-01,5.91115234e-03,4.29248298e-03,-4.92817955e-03
8.46643150e-01,9.83185787e-03,3.99953546e-03,-4.90793958e-03
8.66801143e-01,6.29278319e-03,1.88871380e-03,-4.91726073e-03
8.86959136e-01,7.96151999e-03,3.91191710e-03,-6.27680449e-03
9.07118142e-01,5.82513213e-03,1.97500014e-03,-4.63496568e-03
9.27276134e-01,8.78976285e-03,3.95719102e-03,-6.03578845e-03
9.47434127e-01,3.37901874e-03,2.16941093e-03,-3.60299065e-03
9.67592120e-01,3.41443880e-03,4.26824810e-03,-9.17725323e-04
9.87750113e-01,5.28104836e-03,4.55720117e-03,-3.02535086e-03
1.00790918e+00,1.96514651e-03,3.45465261e-03,-3.68608115e-03
1.02806711e+00,5.20035485e-03,5.96228521e-03,-7.29200151e-03
1.04822516e+00,5.23364404e-03,4.52124840e-03,-5.81075111e-03
1.06838310e+00,6.90397853e-03,4.68183728e-03,-5.23204636e-03
1.08854115e+00,7.30798021e-03,2.12147413e-03,-5.06346812e-03
1.10870016e+00,6.18652301e-03,4.01151972e-03,-2.79125920e-03
1.12885809e+00,7.24246632e-03,9.28111607e-04,-7.46883545e-03
1.14901614e+00,1.02715455e-02,5.67120127e-03,-6.50929846e-03
1.16917360e+00,5.57319727e-03,4.71272971e-03,-5.86055219e-03
1.18933153e+00,6.54152269e-03,6.22114446e-03,-4.25200304e-03
1.20949054e+00,6.48186775e-03,4.72950796e-03,-4.66772262e-03
1.22964859e+00,8.57670978e-03,2.98939832e-03,-3.30045540e-03
1.24980652e+00,7.19586096e-04,4.24747542e-03,-2.25809426e-03
1.26996458e+00,3.66930338e-03,5.63471625e-03,-8.06884561e-03
1.29012251e+00,5.51540637e-03,5.14815655e-03,-6.29597902e-03
1.31028056e+00,8.32157955e-03,4.69195703e-03,-4.29834193e-03
1.33043957e+00,5.34549681e-03,3.29832500e-03,-5.63285220e-03
1.35059750e+00,6.42487593e-03,6.11568289e-03,-6.16841344e-03
1.37075555e+00,5.43604419e-03,1.21014041e-03,-3.82190244e-03
1.39091349e+00,7.84700364e-03,7.85685796e-03,-9.46753751e-03
1.41107154e+00,4.31964733e-03,2.01388239e-03,-1.64237141e-03
1.43123055e+00,4.57797386e-03,6.70983410e-03,-2.15716055e-03
1.45138860e+00,2.94092880e-03,3.85865406e-03,-6.90104906e-03
1.47154653e+00,5.81421331e-03,1.47086382e-03,-4.69142431e-03
1.49170458e+00,8.24967399e-03,3.24772485e-03,-5.56467520e-03
1.51186252e+00,4.85733943e-03,5.07811550e-03,-6.62328163e-03
1.53202152e+00,7.24486355e-03,5.69809927e-03,-4.42404300e-03
1.55217957e+00,6.91809366e-03,5.19209867e-03,-6.65257627e-04
1.57233751e+00,9.28404555e-03,4.63762879e-03,-3.71910445e-03
1.59249556e+00,4.95188171e-03,4.64402046e-03,-7.33993808e-03
1.61265349e+00,6.07333891e-03,3.58514744e-03,-6.60836790e-03
1.63281250e+00,2.15023616e-03,3.70818540e-03,-2.64079054e-03
1.65297055e+00,7.29652867e-03,4.99395980e-03,-4.73856227e-03
1.67312849e+00,6.58226898e-03,6.67601218e-03,-1.71693997e-03
1.69328654e+00,2.87594763e-03,7.99534190e-03,-2.60323985e-03
1.71344459e+00,8.11731536e-03,3.41550400e-03,-7.13540753e-03
1.73360360e+00,7.77350087e-03,6.27174415e-03,-7.66830612e-03
1.75376153e+00,6.83899783e-03,5.47945406e-03,-3.41230817e-03
1.77391958e+00,8.48776102e-03,6.66749012e-03,-3.27568804e-03
1.79407752e+00,5.24589466e-03,7.67629547e-03,-6.36122655e-03
1.81423557e+00,3.80725507e-03,5.73218800e-03,-1.94916758e-03
1.83439457e+00,8.66699126e-03,6.00196607e-03,-4.94788680e-03
1.85455251e+00,6.35536760e-03,4.78889607e-03,-4.90287971e-03
1.87471056e+00,6.66189753e-03,3.49886110e-03,-9.70349368e-03
1.89486849e+00,8.74422304e-03,6.79612067e-03,-4.32657124e-03
1.91502655e+00,4.89515625e-03,4.94415872e-03,-2.87008868e-03
1.93518555e+00,8.31864960e-03,3.07701621e-03,-5.41926641e-03
1.95534348e+00,6.66562561e-03,6.93993131e-03,-3.82563099e-03
1.97550154e+00,5.96441561e-03,2.17447104e-03,-5.50981378e-03
1.99565959e+00,6.49917824e-03,2.93640140e-03,-8.62171780e-03
2.01581764e+00,7.06536649e-03,4.18595644e-03,-3.43228201e-03
2.03597665e+00,7.24033592e-03,2.84612016e-03,-4.39235149e-03
2.05613446e+00,7.74766831e-03,5.01739560e-03,-5.08184405e-03
2.07629251e+00,5.87173738e-03,5.60408970e-03,-2.58965790e-03
2.09645057e+00,6.06854493e-03,4.18329332e-03,-6.73513440e-03
2.11660862e+00,5.67013631e-03,5.90502704e-03,-7.40758236e-03
2.13676763e+00,6.37347717e-03,8.25473387e-03,-5.81314787e-03
2.15692544e+00,3.93854873e-03,3.05571104e-03,-6.26002625e-03
2.17708373e+00,8.63396842e-03,2.41522072e-03,-3.80618987e-03
2.19724178e+00,3.99420876e-03,6.46881806e-03,-6.34018751e-03
2.21740079e+00,6.29757717e-03,2.76968745e-03,-4.79022786e-03
2.23755884e+00,7.33940536e-03,5.92127210e-03,-5.19050099e-03
2.25771666e+00,5.04535856e-03,8.35779868e-03,-6.44405093e-03
2.27787471e+00,5.94097981e-03,7.55512156e-03,-4.47597494e-03
2.29803276e+00,7.11756432e-03,6.03632070e-03,-3.81311402e-03
2.31819177e+00,6.00729231e-03,4.39874316e-03,-2.88713281e-03
2.33834982e+00,5.93591994e-03,3.03440564e-03,-5.10448078e-03
2.35850763e+00,5.16733155e-03,2.34517967e-03,-8.71386286e-03
2.37866569e+00,7.71437865e-03,5.32871904e-03,-4.21684934e-03
2.39882374e+00,6.88933115e-03,4.55720117e-03,-6.33512763e-03
2.41898274e+00,5.14043355e-03,5.81234926e-03,-3.96464812e-03
2.43914080e+00,8.29042029e-03,5.46640437e-03,-4.46878420e-03
2.45929885e+00,3.29539552e-03,6.14524400e-03,-5.25468308e-03
2.47945666e+00,1.91374752e-03,6.51222793e-03,-7.17029488e-03
2.49961567e+00,8.18895362e-03,7.58974254e-03,-2.16381834e-03
2.51977372e+00,8.95461254e-03,7.86165148e-03,-4.69222339e-03
2.53993177e+00,6.53459830e-03,4.39847680e-03,-4.50340519e-03
2.56008983e+00,7.88588636e-03,7.15271803e-03,-6.40570140e-03
2.58024764e+00,7.69999763e-03,3.20245116e-03,-5.85362781e-03
2.60040665e+00,5.79903321e-03,3.10151745e-03,-4.20646276e-03
2.62056470e+00,4.35773050e-03,1.98485400e-03,-6.17533782e-03
2.64072275e+00,7.64753344e-03,6.42887084e-03,-3.33640818e-03
2.66088080e+00,4.22403961e-03,8.96313507e-03,-2.71988637e-03
2.68103886e+00,4.28955350e-03,5.46240946e-03,-4.76998789e-03
2.70119786e+00,6.58626342e-03,3.44240200e-03,-4.96573001e-03
2.72135568e+00,5.43497922e-03,4.52657510e-03,-5.29569574e-03
2.74151373e+00,6.70370925e-03,6.90317992e-03,-6.19877363e-03
2.76167178e+00,7.56124686e-03,3.24932276e-03,-5.51913492e-03
2.78183079e+00,6.07520295e-03,5.48797613e-03,-4.27517248e-03
2.80198884e+00,5.42272860e-03,2.94838566e-03,-5.93272410e-03
2.82214665e+00,6.95191557e-03,2.73000635e-03,-2.95584253e-03
2.84230471e+00,5.18517476e-03,5.01180300e-03,-2.17819936e-03
2.86246276e+00,9.46274400e-03,4.23762202e-03,-4.89036273e-03
2.88262177e+00,7.95193296e-03,3.83654982e-03,-6.63313549e-03
2.90277982e+00,4.71486058e-03,6.82568178e-03,-4.01578052e-03
2.92293763e+00,4.08688700e-03,4.99768788e-03,-4.35533375e-03
2.94309568e+00,5.70529001e-03,4.98596998e-03,-4.73403512e-03
2.96325469e+00,1.87326747e-03,5.58384974e-03,-3.92709719e-03
2.98341274e+00,5.59956254e-03,2.58273352e-03,-4.58995812e-03
3.00357080e+00,4.05759225e-03,3.89993307e-03,-6.61103101e-03
3.02372885e+00,7.35591725e-03,4.02883021e-03,-4.90714051e-03
3.04388666e+00,7.71118281e-03,5.22059482e-03,-4.68183728e-03
3.06404567e+00,5.43018524e-03,4.51112865e-03,-5.65655390e-03
3.08420372e+00,4.93323943e-03,5.04988618e-03,-4.19288082e-03
3.10436177e+00,7.77083775e-03,5.35348617e-03,-6.79878378e-03
3.12451982e+00,6.04164740e-03,3.39499768e-03,-6.15722826e-03
3.14467883e+00,4.83416999e-03,4.34521353e-03,-7.22488947e-03
3.16483665e+00,5.52632567e-03,3.11430055e-03,-2.41415552e-03
3.18499470e+00,5.16546704e-03,5.09196380e-03,-5.39130345e-03
3.20515251e+00,9.01213661e-03,3.15371528e-03,-2.17500376e-03
3.22531056e+00,7.20784534e-03,6.87255338e-03,-5.55056008e-03
3.24546957e+00,6.52261404e-03,5.61580760e-03,-6.28798967e-03
3.26562762e+00,6.58040447e-03,6.82195323e-03,-2.76010018e-03
3.28578568e+00,5.47306240e-03,5.72419818e-03,-5.00115007e-03
3.30594373e+00,7.50611955e-03,5.89304278e-03,-6.13246113e-03
3.32610273e+00,5.60488878e-03,4.33349563e-03,-4.66772262e-03
3.34626055e+00,5.30475052e-03,2.71828845e-03,-2.77501391e-03
3.36641860e+00,6.79265847e-03,5.26853139e-03,-5.14416210e-03
3.38657665e+00,7.97643326e-03,8.00572895e-03,-4.36731800e-03
3.40673470e+00,3.72842560e-03,1.60082616e-03,-2.77767703e-03
3.42689371e+00,5.92659879e-03,2.62188213e-03,-3.82962567e-03
3.44705153e+00,6.97828084e-03,5.66401100e-03,-6.46908442e-03
3.46720958e+00,5.95402904e-03,3.53028625e-03,-6.21608412e-03
3.48736763e+00,9.95915756e-03,2.15875846e-03,-6.86855894e-03
3.50752664e+00,4.08315845e-03,5.78145636e-03,-4.42377664e-03
3.52768469e+00,5.59370359e-03,5.88398799e-03,-4.03016154e-03
3.54784274e+00,9.46194492e-03,4.75161197e-03,-2.77980743e-03
3.56800056e+00,1.01849930e-02,8.07789993e-03,-4.47917078e-03
3.58815861e+00,-1.99097930e-03,4.51565580e-03,-4.91486397e-03
3.60831761e+00,-3.62189906e-03,3.72922444e-03,-4.59901290e-03
3.62847567e+00,9.99164768e-03,3.61044751e-03,-7.16843084e-03
3.64863372e+00,6.17267471e-03,5.13697136e-03,-5.12179127e-03
3.66879153e+00,7.16603361e-03,4.69808234e-03,-9.66780726e-03
3.68895054e+00,4.35773050e-03,4.03575413e-03,-3.77369928e-03
3.70910859e+00,5.76654263e-03,4.15053638e-03,-4.48955689e-03
3.72926664e+00,6.24617795e-03,5.19795762e-03,-4.09168052e-03
3.74942470e+00,5.22219250e-03,7.01955985e-03,-5.49303601e-03
3.76958251e+00,4.46159393e-03,5.64350467e-03,-6.78333733e-03
3.78974152e+00,5.51300962e-03,5.47439372e-03,-6.48133503e-03
3.80989957e+00,7.33860675e-03,6.09650835e-03,-3.87330144e-03
3.83005762e+00,8.39215331e-03,4.81286459e-03,-3.18034692e-03
3.85021567e+00,3.91218346e-03,4.13056277e-03,-3.78302019e-03
3.87037468e+00,5.36786765e-03,4.95587662e-03,-4.92817955e-03
3.89053273e+00,7.74207572e-03,1.80722110e-03,-4.23389347e-03
3.91069055e+00,3.01682879e-03,7.39852758e-03,-3.92230367e-03
3.93084860e+00,6.02566823e-03,1.85009802e-03,-3.96171818e-03
3.95100760e+00,7.25977728e-03,6.70610601e-03,-4.08635428e-03
3.97116256e+00,3.80539079e-03,4.25866107e-03,-4.90287971e-03
3.99132061e+00,8.08855239e-03,6.15749462e-03,-7.32182851e-03
4.01147985e+00,7.30265398e-03,5.02991211e-03,-6.76283101e-03
4.03163767e+00,7.25098886e-03,2.06208555e-03,-6.66642468e-03
4.05179548e+00,7.53301755e-03,3.94147821e-03,-4.06824471e-03
4.07195377e+00,8.42411071e-03,4.62830765e-03,-4.25679656e-03
4.09211254e+00,1.92093803e-03,7.61451013e-03,-5.06373448e-03
4.11227083e+00,5.99344401e-03,4.35480103e-03,-6.38972223e-03
4.13242865e+00,3.17022693e-03,4.72790981e-03,-5.72393229e-03
4.15258646e+00,4.90474375e-03,3.02934577e-03,-3.71990330e-03
4.17274427e+00,6.54205494e-03,2.96782679e-03,-2.89618759e-03
4.19290304e+00,5.39050438e-03,6.13379246e-03,-4.25945967e-03
4.21306133e+00,6.20170310e-03,4.84056165e-03,-5.41314110e-03
4.23321915e+00,7.16044102e-03,5.58917597e-03,-6.38652639e-03
4.25337696e+00,6.02806499e-03,3.34120193e-03,-5.15534729e-03
4.27353621e+00,4.58010426e-03,7.00091803e-03,-3.73428455e-03
4.29369402e+00,7.58734578e-03,4.19847341e-03,-4.87837847e-03
4.31385231e+00,4.89089545e-03,3.56117892e-03,-6.18785480e-03
4.33401012e+00,6.23046514e-03,6.27707050e-04,-5.48770977e-03
4.35416937e+00,7.32076354e-03,4.39208513e-03,-7.17668654e-03
4.37432718e+00,4.57371259e-03,6.87681464e-03,-3.13693751e-03
4.39448500e+00,4.24454594e-03,6.03232626e-03,-4.84162662e-03
4.41464520e+00,4.89941752e-03,2.80883606e-03,-3.36623547e-04
4.43480301e+00,7.61823868e-03,5.29436441e-03,-4.37637279e-03
4.45496225e+00,3.16783017e-03,8.03715363e-03,-4.36678529e-03
4.47512007e+00,4.98889945e-03,5.31433802e-03,-4.74761706e-03
4.49527836e+00,6.46242686e-03,7.76151661e-03,-2.12174049e-03
4.51543617e+00,6.28692424e-03,3.25305131e-03,-7.23367790e-03
4.53559399e+00,4.48662741e-03,4.63576429e-03,-7.06536649e-03
4.55575323e+00,8.56872089e-03,6.24484662e-03,-5.76414587e-03
4.57591105e+00,9.66274738e-03,5.04589127e-03,-5.31566935e-03
4.59606934e+00,6.55883318e-03,3.29379761e-03,-3.82350036e-03
4.61622715e+00,3.31030926e-03,6.46375818e-03,-5.23124728e-03
4.63638639e+00,6.85364520e-03,6.77561434e-03,-6.05389755e-03
4.65654421e+00,5.09862183e-03,5.49063925e-03,-6.84672082e-03
4.67670202e+00,7.97936320e-03,5.90396160e-03,-3.31190717e-03
4.69686031e+00,3.44639667e-03,1.37152791e-03,-2.13984982e-03
4.71701908e+00,8.90827389e-04,3.78967822e-03,-3.84027837e-03
4.73717737e+00,7.29066972e-03,3.88475298e-03,-7.77989253e-03
4.75733519e+00,5.33138216e-03,3.66530847e-03,-3.20697855e-03
4.77749300e+00,4.56838636e-03,5.78278815e-03,-4.67997277e-03
4.79765224e+00,6.69598579e-03,3.54759675e-03,-5.15188510e-03
4.81781006e+00,7.60172680e-03,5.10341534e-03,-6.44751312e-03
4.83796835e+00,6.88293995e-03,4.39767772e-03,-4.61632339e-03
4.85812616e+00,6.11195480e-03,5.91594586e-03,-6.24244940e-03
4.87828493e+00,6.36548782e-03,6.67228363e-03,-7.63048930e-03
4.89844322e+00,1.11045828e-02,3.58008733e-03,-4.28715674e-03
4.91860104e+00,6.95298100e-03,4.92205424e-03,-6.23339461e-03
4.93875933e+00,4.98810085e-03,2.72441376e-03,-7.52396276e-03
4.95891809e+00,4.20832727e-03,5.39156981e-03,-3.39792715e-03
4.97907639e+00,7.35218870e-03,5.25707984e-03,-3.82350036e-03
4.99923420e+00,4.32523992e-03,3.58568016e-03,-7.78655056e-03
5.01939201e+00,6.87255338e-03,6.00196607e-03,-3.23414290e-03
5.03955126e+00,5.97133953e-03,6.79798517e-03,-5.75482473e-03
5.05970907e+00,5.28451055e-03,4.22563776e-03,-2.68553151e-03
5.07986736e+00,7.08107883e-03,4.27890103e-03,-7.90745765e-03
5.10002518e+00,1.00505035e-02,4.06691339e-03,-4.96120285e-03
5.12018394e+00,7.96871074e-03,3.87489935e-03,-4.50686738e-03
5.14034224e+00,5.77985868e-03,5.03364066e-03,-6.49225386e-03
5.16050005e+00,5.67732658e-03,6.76016789e-03,-4.54361923e-03
5.18065834e+00,1.00747384e-02,4.11085552e-03,-8.80654063e-03
5.20081758e+00,5.85522596e-03,5.12711750e-03,-4.78543434e-03
5.22097540e+00,4.78916243e-03,2.86849076e-03,-7.99747277e-03
5.24113321e+00,5.80542488e-03,4.19740798e-03,-4.24534502e-03
5.26129150e+00,8.06831289e-03,9.33091715e-03,-7.05231680e-03
5.28145027e+00,6.94392622e-03,3.58221796e-03,-5.96441561e-03
5.30160856e+00,3.01842671e-03,4.80167940e-03,-4.82644700e-03
5.32176638e+00,8.41079559e-03,7.47149857e-03,-3.34945763e-03
5.34192419e+00,4.69888141e-03,4.71832231e-03,-5.65468986e-03
5.36208344e+00,4.99635655e-03,4.49488312e-03,-5.69463754e-03
5.38224125e+00,5.89597225e-03,3.86025198e-03,-2.83839717e-03
5.40239954e+00,5.50555298e-03,7.88562000e-04,-6.03232626e-03
5.42255735e+00,1.04166884e-02,5.73698152e-03,-4.70740348e-03
5.44271660e+00,8.24514683e-03,5.52978786e-03,-5.01872692e-03
5.46287441e+00,7.47709116e-03,5.61261177e-03,-5.92579972e-03
5.48303223e+00,7.85792340e-03,5.74843306e-03,-7.53727835e-03
5.50319052e+00,1.21413509e-03,4.63203620e-03,-4.23895335e-03
5.52334929e+00,5.79530466e-03,3.99687234e-03,-4.56066336e-03
5.54350758e+00,7.85792340e-03,4.35080612e-03,-7.51464162e-03
5.56366539e+00,6.71729119e-03,3.76730761e-03,-4.40912927e-03
5.58382320e+00,5.95109956e-03,3.20671219e-03,-5.13057970e-03
5.60398245e+00,7.83235673e-03,3.17289005e-03,-3.65412328e-03
5.62414026e+00,6.13885280e-03,6.40516868e-03,-9.62386560e-03
5.64429855e+00,7.78521877e-03,4.68450040e-03,-7.42382789e-03
5.66445637e+00,5.19742537e-03,4.46399068e-03,-2.80297711e-03
5.68461561e+00,6.85763953e-04,6.27467362e-03,-5.39210206e-03
5.70477343e+00,6.19797455e-03,7.72689562e-03,-3.33374506e-03
5.72493124e+00,4.26212279e-03,1.72599463e-03,-3.87516571e-03
5.74508953e+00,2.34731007e-03,4.64428682e-03,-6.48479722e-03
5.76524830e+00,5.01473248e-03,4.49727988e-03,-6.70131203e-03
5.78540659e+00,7.58441631e-03,5.43231610e-03,-4.67091799e-03
5.80556440e+00,8.13702215e-03,4.82404977e-03,-8.69122613e-03
5.82572222e+00,7.61158066e-03,3.44107044e-03,-2.61043059e-03
5.84588146e+00,4.92924498e-03,4.92471736e-03,-2.60590320e-03
5.86603928e+00,6.54658256e-03,6.04431052e-03,-4.16651554e-03
5.88619757e+00,7.74260797e-03,2.99179507e-03,-3.40991141e-03
5.90635538e+00,3.70206009e-03,5.04216272e-03,-3.82962567e-03
5.92651415e+00,5.90449432e-03,3.20724491e-03,-3.59500106e-03
5.94667244e+00,8.61292891e-03,7.73222186e-03,-5.23337768e-03
5.96683025e+00,6.89305970e-03,5.00301458e-03,-5.86001948e-03
5.98698854e+00,7.22808531e-03,6.26854831e-03,-5.23044821e-03
6.00714731e+00,9.99271311e-03,7.90452864e-03,-4.48130118e-03
6.02730560e+00,5.73591609e-03,5.38997166e-03,-4.40406939e-03
6.04746342e+00,2.69751577e-03,6.20889384e-03,-4.52311290e-03
6.06762123e+00,3.84187605e-03,6.40117377e-03,-4.36811661e-03
6.08778048e+00,4.95587662e-03,5.72313322e-03,-3.89700360e-03
6.10793829e+00,9.86275077e-03,1.09471902e-02,-3.08314152e-03
6.12809658e+00,7.04193069e-03,4.77131922e-03,-3.94174457e-03
6.14825439e+00,7.35032465e-03,4.24135011e-03,-5.26134111e-03
6.16841316e+00,1.21288346e-02,5.18490840e-03,-6.29837578e-03
6.18857193e+00,5.61207952e-03,8.99029896e-03,-5.26533555e-03
6.20873022e+00,5.51221101e-03,8.95194989e-03,-3.97982774e-03
6.22888803e+00,6.15696190e-03,5.45228971e-03,-3.74546973e-03
6.24904680e+00,8.48216820e-04,5.73032349e-03,-5.64510236e-03
6.26920509e+00,2.80564022e-03,6.14790712e-03,-3.56943486e-03
6.28936291e+00,6.78173965e-03,3.65465600e-03,-5.00301458e-03
6.30952120e+00,6.17160928e-03,2.12360453e-03,-6.01821160e-03
6.32967997e+00,7.43261632e-03,4.75267740e-03,-2.15263315e-03
6.34983778e+00,7.00704288e-03,3.97716463e-03,-3.66184651e-03
6.36999607e+00,3.85971926e-03,1.68684626e-03,-3.46157677e-03
6.39015388e+00,7.96045456e-03,2.99978466e-03,-6.07839879e-03
6.41031313e+00,6.22806838e-03,5.90689108e-03,-3.14705749e-03
6.43047094e+00,1.06324041e-02,5.58491517e-03,-4.03175969e-03
6.45062923e+00,5.47599187e-03,7.29892543e-03,-3.48394737e-03
6.47078705e+00,5.09276288e-03,7.11356942e-03,-3.76331294e-03
6.49094582e+00,8.21238942e-03,7.30771385e-03,-9.07818321e-03
6.51110411e+00,7.15964241e-03,4.39261785e-03,-7.22808531e-03
6.53126192e+00,4.74202447e-03,4.86639421e-03,-6.59052469e-03
6.55142021e+00,4.24348097e-03,8.68510082e-03,-4.42670612e-03
6.57157898e+00,5.77160250e-03,3.78488447e-03,-1.49669650e-03
6.59173679e+00,5.32605592e-03,4.71619191e-03,-2.67168321e-03
6.61189508e+00,6.04164740e-03,5.13004698e-03,-5.13963448e-03
6.63205290e+00,7.71065010e-03,6.43472979e-03,-7.30505073e-03
6.65221214e+00,7.73568405e-03,6.72155200e-03,-5.05041843e-03
6.67236996e+00,7.04219704e-03,3.04159615e-03,-4.11165459e-03
6.69252777e+00,7.06962729e-03,6.31062640e-03,-2.00216449e-03
6.71268606e+00,4.89835208e-03,4.93110903e-03,-5.90183120e-03
6.73284483e+00,7.79320812e-03,6.26854831e-03,-4.85414360e-03
6.75300312e+00,7.71171553e-03,4.67304885e-03,-4.92658187e-03
6.77316093e+00,3.45598417e-03,8.38283170e-03,-1.19069929e-03
6.79331923e+00,6.86003640e-03,2.03598663e-03,-1.49509858e-03
6.81347799e+00,6.26082532e-03,3.66024859e-03,-8.19348171e-03
6.83363581e+00,7.29572959e-03,3.62749165e-03,-7.66005041e-03
6.85379410e+00,7.60838483e-03,2.04317714e-03,-3.76118231e-03
6.87395287e+00,8.83450452e-03,5.31300623e-03,-5.17718494e-03
6.89411116e+00,5.62832458e-03,2.84185912e-03,-2.84851715e-03
6.91426897e+00,6.65151095e-03,6.30157162e-03,-3.62509489e-03
6.93442678e+00,5.39716240e-03,4.03841725e-03,-4.33509378e-03
6.95458603e+00,3.88422050e-03,3.87809519e-03,-8.00120085e-03
6.97474384e+00,9.91095416e-03,3.64853069e-03,-6.19184971e-03
6.99490213e+00,8.75061471e-03,3.82057088e-03,-4.11591539e-03
7.01505995e+00,6.66216388e-03,2.78486754e-03,-5.74497087e-03
7.03521919e+00,6.35962840e-03,6.48240047e-03,-1.07565075e-02
7.05537701e+00,5.48025267e-03,5.23284497e-03,-7.87842926e-03
7.07553482e+00,7.55192572e-03,7.88881537e-03,-3.56970099e-03
7.09569311e+00,5.66028245e-03,3.38594289e-03,-4.98916581e-03
7.11585188e+00,1.88924652e-03,5.57266455e-03,-6.57028472e-03
7.13601017e+00,6.22300850e-03,2.95024994e-03,-2.65756832e-03
7.15616798e+00,6.18812116e-03,4.92977723e-03,-5.21420315e-03
7.17632580e+00,6.16095681e-03,8.86353292e-03,-6.36442238e-03
7.19648504e+00,8.18362739e-03,4.99236165e-03,-3.73588246e-03
7.21664286e+00,6.15057070e-03,3.95213114e-03,-4.67890780e-03
7.23680067e+00,5.73272072e-03,4.07942990e-03,-3.85918678e-03
7.25695896e+00,6.10795990e-03,6.36282424e-03,-5.58837736e-03
7.27711773e+00,3.25891026e-03,5.35242120e-03,-1.57739036e-03
7.29727602e+00,6.13352610e-03,2.94146151e-03,-6.30210433e-03
7.31743383e+00,1.16521288e-02,6.89545646e-03,-7.21450313e-04
7.33759308e+00,6.40942995e-03,2.13665422e-03,-4.93377214e-03
7.35775089e+00,5.05654374e-03,4.15213453e-03,-8.13808758e-03
7.37790871e+00,7.73089007e-03,3.33134807e-03,-4.22057789e-03
7.39806700e+00,7.10451463e-03,4.86879097e-03,-4.68263589e-03
7.41822577e+00,5.67652797e-03,4.03229240e-03,-4.46745288e-03
