Vibration iOSApp file: VibrationDatag500b-1.csv
Source,Internal Gyroscope
Date and Time,2022-05-01 at 14:43:35
3,  Channels
2048, Points
50.000000, Sample Rate (Hz)
-88.322191, Longitude
36.297374, Latitude
0.045677, Speed (m/s)
Frequency Data State, Velocity
Time,Alpha,Beta,Gamma
1.29015458e+00,2.86422973e-03,7.03473995e-03,-5.05467970e-03
1.31031358e+00,3.25864390e-03,6.92688208e-03,-4.57957201e-03
1.33047259e+00,9.32026468e-03,3.81018454e-03,-5.16360300e-03
1.35063064e+00,7.40198977e-03,2.62667565e-03,-3.01602995e-03
1.37078965e+00,6.17666962e-03,5.91141870e-03,-2.80777062e-03
1.39094865e+00,8.56579095e-03,4.86852461e-03,-3.24559445e-03
1.41110659e+00,5.25894435e-03,2.92548235e-03,-2.84718559e-03
1.43126559e+00,5.84324170e-03,4.94948495e-03,-7.29892543e-03
1.45142460e+00,6.42088149e-03,3.32442392e-03,-7.21636740e-03
1.47158265e+00,9.70003195e-03,2.87541491e-03,-5.65841841e-03
1.49174166e+00,1.10542485e-02,6.84166094e-03,-3.25917662e-03
1.51190066e+00,7.37562450e-03,6.08505681e-03,-4.04960290e-03
1.53205860e+00,5.71141532e-03,6.34018751e-03,-5.88505343e-03
1.55221760e+00,6.50663534e-03,8.02943017e-03,-8.77351779e-03
1.57237661e+00,5.57372998e-03,7.33514456e-03,-6.22300850e-03
1.59253466e+00,1.00062955e-02,6.06162101e-03,-5.74949849e-03
1.61269367e+00,1.08204233e-02,3.94067960e-03,-2.27141008e-03
1.63285267e+00,6.46935077e-03,2.80004763e-03,-3.15478072e-03
1.65301168e+00,5.21367043e-03,4.12710058e-03,-5.04535856e-03
1.67316961e+00,5.83498599e-03,6.05443027e-03,-6.92368625e-03
1.69332862e+00,3.46450624e-03,6.81183347e-03,-3.70259280e-03
1.71348763e+00,9.38764308e-03,7.29173515e-03,-4.09487635e-03
1.73364568e+00,5.16919559e-03,5.16813016e-03,-2.78992765e-03
1.75380468e+00,4.40113991e-03,4.38143266e-03,-4.72844252e-03
1.77396357e+00,4.94602276e-03,5.90955419e-03,-6.01235265e-03
1.79412162e+00,6.07839879e-03,3.54280323e-03,-7.22116139e-03
1.81428063e+00,6.34791050e-03,2.87275179e-03,-6.35137269e-03
1.83443964e+00,6.78280508e-03,7.67389871e-03,-7.37509178e-03
1.85459757e+00,7.29066972e-03,5.97932935e-03,-4.83949622e-03
1.87475657e+00,5.53910853e-03,5.44323493e-03,-5.50288986e-03
1.89491558e+00,8.94475915e-03,4.49115504e-03,-5.33830654e-03
1.91507459e+00,5.44962659e-03,4.17743437e-03,-5.21766534e-03
1.93523264e+00,6.77082082e-03,4.54202108e-03,-5.90316299e-03
1.95539117e+00,5.47386147e-03,5.66347828e-03,-5.55056008e-03
1.97555017e+00,5.30235376e-03,2.53399764e-03,-3.13054584e-03
1.99570811e+00,5.28291240e-03,3.21470178e-03,-4.06931015e-03
2.01586723e+00,4.00459534e-03,2.85011507e-03,-5.02991211e-03
2.03602624e+00,4.85600810e-03,5.31620206e-03,-3.09592485e-03
2.05618405e+00,7.82942679e-03,3.75745399e-03,-4.23256168e-03
2.07634306e+00,5.59583399e-03,5.67652797e-03,-7.43607851e-03
2.09650207e+00,5.36653586e-03,5.42139681e-03,-7.63208698e-03
2.11666107e+00,8.57085083e-03,4.93190810e-03,-3.69859813e-03
2.13681912e+00,7.42808869e-03,8.05313233e-03,-3.86078469e-03
2.15697813e+00,4.89409128e-03,1.86288112e-03,-3.42802098e-03
2.17713714e+00,8.95887427e-03,7.84913450e-03,-7.83715025e-03
2.19729519e+00,5.15401550e-03,3.89966671e-03,-2.30656378e-03
2.21745420e+00,5.87946083e-03,7.36097712e-03,-3.86025198e-03
2.23761320e+00,6.03578845e-03,3.55531997e-03,-5.33963786e-03
2.25777125e+00,5.30475052e-03,4.39954223e-03,-2.75264331e-03
2.27793026e+00,6.31568627e-03,4.42351075e-03,-3.19419545e-03
2.29808927e+00,5.94124617e-03,5.25814528e-03,-4.48875781e-03
2.31824827e+00,4.39608004e-03,4.10206709e-03,-6.40969584e-03
2.33840609e+00,5.84776886e-03,2.66822102e-03,-3.64293810e-03
2.35856509e+00,4.05413006e-03,5.40142320e-03,-2.87062139e-03
2.37872410e+00,6.77934289e-03,3.08820163e-03,-3.49566527e-03
2.39888215e+00,7.29546323e-03,1.66607357e-03,-5.65602165e-03
2.41904116e+00,5.35188848e-03,4.38809069e-03,-6.08319230e-03
2.43920016e+00,5.77293430e-03,3.47782206e-03,-4.44028853e-03
2.45935822e+00,8.82598199e-03,8.23795609e-03,-6.16521807e-03
2.47951722e+00,5.89916809e-03,3.81950568e-03,-6.16814755e-03
2.49967623e+00,5.20834420e-03,4.02190583e-03,-5.64723322e-03
2.51983523e+00,6.30103890e-03,2.00749072e-03,-4.78064036e-03
2.53999305e+00,5.87040605e-03,3.09379422e-03,-5.60915004e-03
2.56015205e+00,7.95885641e-03,6.25549909e-03,-5.42991888e-03
2.58031106e+00,5.15295053e-03,5.01446612e-03,-2.79232441e-03
2.60046911e+00,7.32768746e-03,2.96116876e-03,-6.47414476e-03
2.62062812e+00,8.75141378e-03,4.44028853e-03,-5.99584077e-03
2.64078712e+00,7.13594025e-03,6.93567051e-03,-5.83232287e-03
2.66094613e+00,5.61660668e-03,6.29677810e-03,-2.89219292e-03
2.68110418e+00,6.50077639e-03,5.22751873e-03,-5.83418692e-03
2.70126319e+00,3.56916850e-03,5.21074096e-03,-5.63471625e-03
2.72142220e+00,4.26691677e-03,5.72393229e-03,-5.55189187e-03
2.74158025e+00,5.41660329e-03,6.94046402e-03,-4.04427620e-03
2.76173925e+00,5.18384296e-03,3.08500580e-03,-3.19419545e-03
2.78189826e+00,6.43020263e-03,4.72258357e-03,-3.93402157e-03
2.80205727e+00,6.53220154e-03,1.80082954e-03,-6.07067579e-03
2.82221508e+00,2.98646884e-03,4.70127817e-03,-6.16548397e-03
2.84237409e+00,5.43817505e-03,3.85146355e-03,-6.49491744e-03
2.86253309e+00,5.69357211e-03,6.82488270e-03,-5.71807334e-03
2.88269210e+00,8.93197581e-03,2.74944748e-03,-3.76863917e-03
2.90285015e+00,9.42066591e-03,3.36756720e-03,-4.65094438e-03
2.92300916e+00,5.80356037e-03,6.38599414e-03,-6.26242347e-03
2.94316840e+00,4.02403623e-03,4.55720117e-03,-4.45067463e-03
2.96332645e+00,4.25866107e-03,5.21659991e-03,-5.78065729e-03
2.98348546e+00,4.00379626e-03,4.42058127e-03,-3.98222497e-03
3.00364447e+00,5.08983340e-03,5.80435945e-03,-1.36540271e-03
3.02380347e+00,7.70505751e-03,3.71164759e-03,-4.82990872e-03
3.04396129e+00,5.78571763e-03,5.81714278e-03,-3.67170013e-03
3.06412029e+00,7.62436399e-03,6.59345416e-03,-6.46056235e-03
3.08427930e+00,4.00752481e-03,5.43790869e-03,-5.40168956e-03
3.10443735e+00,6.27094554e-03,6.66136481e-03,-5.55854989e-03
3.12459636e+00,7.02621788e-03,6.09624200e-03,-3.83308763e-03
3.14475536e+00,3.26929661e-03,6.57135015e-03,-8.66406225e-03
3.16491437e+00,5.78864710e-03,3.00511089e-03,-5.90928830e-03
3.18507242e+00,8.65207799e-03,3.62775801e-03,-4.60540457e-03
3.20523143e+00,1.93931384e-03,4.59182216e-03,-3.72656132e-03
3.22539043e+00,6.15163567e-03,3.59420222e-03,-5.29409805e-03
3.24554944e+00,4.89542261e-03,7.28614256e-03,-5.04802167e-03
3.26570749e+00,7.57562788e-03,8.95168353e-03,-6.59079105e-03
3.28586626e+00,3.22615332e-03,7.04219704e-03,-3.92736355e-03
3.30602527e+00,6.00675959e-03,5.29036950e-03,-3.65572120e-03
3.32618332e+00,6.61316141e-03,4.77558048e-03,-1.70175987e-03
3.34634233e+00,5.65788569e-03,5.55029418e-03,-6.95164921e-03
3.36650133e+00,8.94316100e-03,4.35560010e-03,-5.94284385e-03
3.38666034e+00,1.11157680e-02,2.85544130e-03,-6.22966653e-03
3.40681839e+00,8.12157616e-03,5.29223355e-03,-7.63661414e-03
3.42697740e+00,5.28690731e-03,6.90850616e-03,-3.12868156e-03
3.44713640e+00,4.75560687e-03,5.84430713e-03,-4.99422615e-03
3.46729541e+00,5.22139343e-03,2.28286162e-03,-7.40385428e-03
3.48745346e+00,2.12680036e-03,4.68476675e-03,-5.24855778e-03
3.50761247e+00,6.16894616e-03,4.68636444e-03,-3.94440768e-03
3.52777147e+00,6.44298550e-03,4.15160181e-03,-2.63146940e-03
3.54793048e+00,4.69142431e-03,4.87704668e-03,-4.01817728e-03
3.56808829e+00,4.56306012e-03,5.28770639e-03,-5.30768000e-03
3.58824730e+00,7.25951092e-03,2.97981082e-03,-6.77588070e-03
3.60840631e+00,4.68663080e-03,6.25017285e-03,-3.14039947e-03
3.62856531e+00,1.03213470e-02,6.65071234e-03,-3.69034219e-03
3.64872336e+00,4.63230256e-03,3.07888049e-03,-6.00809115e-04
3.66888237e+00,7.74553744e-03,5.65708661e-03,-6.88560307e-03
3.68904138e+00,6.68267021e-03,2.95424461e-03,-6.91436511e-03
3.70919943e+00,6.02620095e-03,5.18464204e-03,-4.79768449e-03
3.72935843e+00,9.51467548e-03,6.07094215e-03,-5.73245436e-03
3.74951744e+00,8.41905084e-03,3.50898108e-03,-3.35957762e-03
3.76967645e+00,5.13111241e-03,5.00115007e-03,-5.60195930e-03
3.78983426e+00,7.15697883e-03,4.06425027e-03,-4.62617725e-03
3.80999327e+00,7.82516599e-03,1.75102835e-03,-5.66640776e-03
3.83015227e+00,3.05677624e-03,2.87195295e-03,-5.55348955e-03
3.85031128e+00,6.60543842e-03,6.31302316e-03,-4.40593390e-03
3.87046933e+00,7.26457080e-03,5.32712089e-03,-4.06771200e-03
3.89062834e+00,8.13569035e-03,5.51567273e-03,-4.25200304e-03
3.91078734e+00,6.88293995e-03,1.68578094e-03,-5.71860559e-03
3.93094635e+00,3.79367289e-03,5.30315284e-03,-4.53855889e-03
3.95110464e+00,3.03813419e-03,5.81075111e-03,-3.74600245e-03
3.97126365e+00,3.35291983e-03,5.05201658e-03,-6.39691309e-04
3.99141955e+00,4.96200193e-03,-7.82969364e-05,-3.78781394e-03
4.01157856e+00,8.32211226e-03,3.08127725e-03,-5.58624649e-03
4.03173780e+00,9.12638661e-03,4.00459534e-03,-6.05682703e-03
4.05189562e+00,5.76281408e-03,4.17690165e-03,-6.01714617e-03
4.07205486e+00,6.46375818e-03,5.77293430e-03,-4.36785026e-03
4.09221363e+00,2.73213699e-03,5.09942090e-03,-4.54708142e-03
4.11237288e+00,5.73351933e-03,1.81494432e-03,-3.91431432e-03
4.13253069e+00,8.92132334e-03,5.18437568e-03,-6.28585927e-03
4.15268946e+00,9.82972793e-03,3.07861413e-03,-7.22275907e-03
4.17284870e+00,6.49331929e-03,5.10741025e-03,-3.92842898e-03
4.19300747e+00,3.78754758e-03,4.24507866e-03,-6.19664323e-03
4.21316576e+00,7.20624765e-03,4.33109887e-03,-7.71863991e-03
4.23332453e+00,3.74653493e-03,4.30659764e-03,-4.41392325e-03
4.25348377e+00,7.38734240e-03,4.27463977e-03,-2.62534409e-03
4.27364254e+00,4.93537029e-03,5.32871904e-03,-6.42567500e-03
4.29380083e+00,3.34146828e-03,2.18965113e-03,-5.39982552e-03
4.31395960e+00,6.89279335e-03,1.34969002e-03,-8.27177800e-03
4.33411884e+00,4.35560010e-03,4.69648466e-03,-5.75216161e-03
4.35427761e+00,1.00760702e-02,6.38226559e-03,-5.19076735e-03
4.37443590e+00,6.40197285e-03,5.69010992e-03,-7.58894393e-03
4.39459658e+00,7.98335765e-03,6.66535972e-03,-4.41472232e-03
4.41475582e+00,9.43211745e-03,4.80088033e-03,-4.15027002e-03
4.43491459e+00,7.18361046e-03,5.39929280e-03,-5.20781148e-03
4.45507288e+00,4.01950907e-03,2.87008868e-03,-5.29356534e-03
4.47523165e+00,3.38887237e-03,3.92816262e-03,-2.13585515e-03
4.49539089e+00,4.01391648e-03,4.41179285e-03,-5.32845268e-03
4.51554966e+00,8.38336442e-03,4.14148159e-03,-5.85788907e-03
4.53570747e+00,8.83503724e-03,8.11438542e-03,-5.83685003e-03
4.55586672e+00,1.63411559e-03,2.02560029e-03,-5.69090899e-03
4.57602549e+00,6.26082532e-03,6.44964352e-03,-5.56600653e-03
4.59618473e+00,5.12818294e-03,3.51004628e-03,-2.82348343e-03
4.61634350e+00,6.59558456e-03,6.92102313e-03,-2.71029910e-03
4.63650179e+00,6.04617456e-03,6.61502592e-03,-4.04853746e-03
4.65666056e+00,8.66619218e-03,5.20381657e-03,-5.42991888e-03
4.67681980e+00,5.22139343e-03,4.49062232e-03,-3.95053299e-03
4.69697857e+00,1.11922007e-02,4.46345797e-03,-7.23714009e-03
4.71713686e+00,6.08159462e-03,5.75855328e-03,-5.25068818e-03
4.73729563e+00,4.98703541e-03,5.60941594e-03,-3.06556467e-03
4.75745487e+00,5.06373448e-03,3.27861751e-03,-5.27625484e-03
4.77761364e+00,5.75056393e-03,2.74784956e-03,-5.19343046e-03
4.79777145e+00,5.89543954e-03,7.78921368e-03,-2.99925194e-03
4.81793070e+00,7.83502031e-03,7.03207683e-03,-3.71990330e-03
4.83808947e+00,5.35694836e-03,3.90845537e-03,-5.34815993e-03
4.85824871e+00,4.28875443e-03,4.52337926e-03,-7.56417634e-03
4.87840748e+00,7.09093269e-03,4.41658637e-03,-6.56549120e-03
4.89856577e+00,1.07474532e-02,3.98701848e-03,-3.56996735e-03
4.91872454e+00,7.63954362e-03,5.98092703e-03,-2.87727918e-03
4.93888378e+00,4.05279873e-03,5.17771766e-03,-5.60968230e-03
4.95904303e+00,4.21711570e-03,2.99152872e-03,-4.00699209e-03
4.97920084e+00,4.76173218e-03,4.28768946e-03,-5.17292414e-03
4.99936008e+00,4.81419638e-03,3.54946102e-03,-6.52953843e-03
5.01951885e+00,5.87519957e-03,5.50981378e-03,-5.63231949e-03
5.03967810e+00,8.57457984e-03,6.90637575e-03,-3.16090579e-03
5.05983591e+00,6.90717436e-03,4.53562941e-03,-5.14735794e-03
5.07999468e+00,6.14178227e-03,3.25065432e-03,-3.07781529e-03
5.10015392e+00,5.01952600e-03,4.92258696e-03,-4.14893869e-03
5.12031269e+00,4.21498483e-03,3.80885298e-03,-7.47442804e-03
5.14047194e+00,7.20172003e-03,6.56522484e-03,-3.29406396e-03
5.16062975e+00,6.37321081e-03,3.12069221e-03,-5.69250667e-03
5.18078899e+00,5.12551982e-03,5.09542599e-03,-2.72760959e-03
5.20094776e+00,8.80254619e-03,7.13141263e-03,-3.87862767e-03
5.22110701e+00,3.95532697e-03,4.33642510e-03,-5.58837736e-03
5.24126482e+00,5.65016270e-03,2.34145112e-03,-2.70523899e-03
5.26142406e+00,5.83099108e-03,5.60329109e-03,-4.34015365e-03
5.28158283e+00,5.90742379e-03,3.14785633e-03,-6.69731759e-03
5.30174208e+00,7.05524627e-03,4.11165459e-03,-4.80088033e-03
5.32190084e+00,6.00569462e-03,4.93803341e-03,-2.38352921e-03
5.34205914e+00,5.23604080e-03,4.52471059e-03,-4.57477802e-03
5.36221790e+00,7.29386555e-03,4.62963898e-03,-7.05844210e-03
5.38237715e+00,7.03207683e-03,2.77448120e-03,-6.42168010e-03
5.40253592e+00,7.88721815e-03,5.84803522e-03,-6.07253984e-03
5.42269468e+00,6.80810492e-03,4.28369455e-03,-4.31485334e-03
5.44285297e+00,6.05203351e-03,6.91516418e-03,-5.32046333e-03
5.46301174e+00,9.63425171e-03,1.39656162e-03,-6.12793351e-03
5.48317099e+00,3.27222608e-03,9.33943968e-03,-4.42058127e-03
5.50332975e+00,2.84665287e-03,5.76787442e-03,-6.58386666e-03
5.52348804e+00,6.09810604e-03,2.62827356e-03,-4.90074884e-03
5.54364681e+00,3.23041435e-03,5.39503153e-03,-4.36705165e-03
5.56380606e+00,6.67201728e-03,4.51885164e-03,-5.54070668e-03
5.58396482e+00,9.86940879e-03,6.31515402e-03,-3.88555205e-03
5.60412407e+00,4.71272971e-03,6.26828242e-03,-5.98172611e-03
5.62428188e+00,3.89300892e-03,7.99560826e-03,-6.24671066e-03
5.64444113e+00,8.59721657e-03,4.85041505e-03,-3.93801648e-03
5.66459990e+00,5.58651285e-03,4.63922648e-03,-2.58193468e-03
5.68475914e+00,6.90637575e-03,6.93407236e-03,-6.50690123e-03
5.70491791e+00,8.21611844e-03,3.45092406e-03,-7.83102494e-03
5.72507572e+00,6.16628304e-03,6.81769243e-03,-5.90476068e-03
5.74523497e+00,6.96869334e-03,6.10103551e-03,-6.49172161e-03
5.76539373e+00,6.29651174e-03,3.14572593e-03,-3.29859136e-03
5.78555298e+00,3.80326039e-03,6.65763626e-03,-7.13380938e-03
5.80571175e+00,3.94707080e-03,6.69278996e-03,-5.91514725e-03
5.82587004e+00,8.07204098e-03,4.21605026e-03,-5.65868476e-03
5.84602880e+00,6.71169860e-03,3.46530508e-03,-6.72900910e-03
5.86618805e+00,8.77458323e-03,6.75670616e-03,-4.22936631e-03
5.88634682e+00,2.84132664e-03,3.26636713e-03,-6.16521807e-03
5.90650606e+00,4.84908372e-03,4.54681506e-03,-3.96704488e-03
5.92666388e+00,6.78493548e-03,5.25148725e-03,-5.26720006e-03
5.94682264e+00,6.59451960e-03,5.81155019e-03,-4.99955239e-03
5.96698141e+00,3.71724018e-03,5.16733155e-03,-3.67116742e-03
5.98714066e+00,7.18840444e-03,3.68341804e-03,-4.70394129e-03
6.00729847e+00,5.83951315e-03,3.26583441e-03,-5.23497583e-03
6.02745771e+00,4.24960628e-03,1.78245374e-03,-7.07016001e-03
6.04761648e+00,5.67865837e-03,2.40829657e-03,-5.08503988e-03
6.06777573e+00,4.93430486e-03,4.54921182e-03,-5.65735297e-03
6.08793449e+00,8.77964310e-03,5.67359850e-03,-5.74523723e-03
6.10809278e+00,6.67148503e-03,5.00567770e-03,-5.14975470e-03
6.12825155e+00,5.84936701e-03,3.71297915e-03,-6.17560418e-03
6.14841080e+00,6.40250556e-03,3.18301003e-03,-5.15161874e-03
6.16856956e+00,3.71244643e-03,3.48501257e-03,-4.67011938e-03
6.18872881e+00,5.91807673e-03,3.27728596e-03,-4.37450828e-03
6.20888662e+00,6.83633424e-03,5.22059482e-03,-3.69327166e-03
6.22904539e+00,6.36096019e-03,4.85227956e-03,-3.26663326e-03
6.24920464e+00,4.96759452e-03,3.48048517e-03,-7.18973577e-03
6.26936340e+00,1.36548262e-02,3.35531658e-03,-6.51702145e-03
6.28952265e+00,1.07706226e-02,6.76868996e-03,-5.00381319e-03
6.30968046e+00,7.03021279e-03,6.17160928e-03,-4.47783899e-03
6.32983971e+00,2.97208782e-03,4.06984286e-03,-5.08157769e-03
6.34999847e+00,4.91246674e-03,2.37287651e-03,-4.56998451e-03
6.37015772e+00,-1.90948645e-04,4.62138327e-03,-4.99395980e-03
6.39031649e+00,1.94277603e-03,5.12232399e-03,-6.79452298e-03
6.41047573e+00,7.07681803e-03,2.28339434e-03,-4.35719779e-03
6.43063354e+00,7.16843084e-03,6.66402793e-03,-5.15081966e-03
6.45079279e+00,1.00246705e-02,3.91777605e-03,-6.88799983e-03
6.47095156e+00,5.77373337e-03,3.47462622e-03,-6.33992115e-03
6.49111080e+00,4.10046894e-03,3.35904513e-03,-4.30579903e-03
6.51126957e+00,9.69390603e-05,3.83441942e-03,-4.13695443e-03
6.53142786e+00,7.93462247e-03,8.15646350e-03,-5.88878198e-03
6.55158663e+00,6.55776775e-03,6.84645446e-03,-2.73559894e-03
6.57174540e+00,7.95299746e-03,7.28587620e-03,-6.89652190e-03
6.59190464e+00,7.49493437e-03,6.65550586e-03,-6.66003302e-03
6.61206341e+00,4.76359623e-03,6.81396388e-03,-4.98756813e-03
6.63222170e+00,3.81764141e-03,3.26317130e-03,-8.30027368e-03
6.65238047e+00,4.55400534e-03,3.04399314e-03,-6.56522484e-03
6.67253971e+00,5.05787553e-03,6.62354799e-03,-5.24216611e-03
6.69269848e+00,8.63849558e-03,6.65044598e-03,-3.40671558e-03
6.71285772e+00,9.72186960e-03,3.44053772e-03,-3.04212887e-03
6.73301554e+00,6.56229537e-03,7.16150645e-03,-3.88901401e-03
6.75317478e+00,9.60229337e-03,4.34787665e-03,-6.23046514e-03
6.77333355e+00,8.32717214e-03,4.63097077e-03,-4.95268079e-03
6.79349279e+00,6.08718721e-03,6.25869492e-03,-6.14178227e-03
6.81365156e+00,8.13595671e-03,5.21819759e-03,-3.73428455e-03
6.83380985e+00,8.73756502e-03,4.04693978e-03,-3.58967483e-03
6.85396862e+00,6.70264382e-03,6.90104906e-03,-4.73510055e-03
6.87412739e+00,7.49733113e-03,3.89380776e-03,-3.98648577e-03
6.89428663e+00,4.06425027e-03,3.96438176e-03,-4.96253418e-03
6.91444540e+00,5.85442688e-03,4.97025764e-03,-3.81524465e-03
6.93460464e+00,7.27495691e-03,5.32072969e-03,-4.42324439e-03
6.95476246e+00,7.59480288e-03,6.73247129e-03,-5.73138893e-03
6.97492123e+00,8.85474402e-03,3.56863579e-03,-8.70241132e-03
6.99508047e+00,6.00915682e-03,6.16841344e-03,-7.45764980e-03
7.01523924e+00,6.53566374e-03,4.62750858e-03,-5.37372660e-03
7.03539848e+00,7.42249610e-03,4.89568897e-03,-3.32442392e-03
7.05555630e+00,6.14604307e-03,6.25549909e-03,-3.98462173e-03
7.07571554e+00,5.84244262e-03,2.79072649e-03,-5.68558276e-03
7.09587431e+00,4.90501011e-03,6.28772331e-03,-6.56415941e-03
7.11603355e+00,4.09274595e-03,6.66562561e-03,-6.21555140e-03
7.13619232e+00,4.89595532e-03,7.69893220e-03,-6.26908103e-03
7.15635157e+00,7.99294561e-03,5.31380530e-03,-4.74708481e-03
7.17650938e+00,3.98115953e-03,4.07064147e-03,-4.00938885e-03
7.19666815e+00,5.12658525e-03,2.65623676e-03,-5.31273987e-03
7.21682739e+00,7.82356784e-03,3.17715108e-03,-4.84988280e-03
7.23698616e+00,5.64936362e-03,4.87038912e-03,-5.90662472e-03
7.25714540e+00,8.88004433e-03,4.75214468e-03,-2.25915946e-03
7.27730322e+00,6.54551713e-03,6.94286078e-03,-2.83892965e-03
7.29746246e+00,3.91484657e-03,3.47569142e-03,-3.11030587e-03
7.31762123e+00,8.83477088e-03,3.78062343e-03,-4.94682183e-03
7.33778048e+00,6.32793689e-03,4.38516121e-03,-5.59716579e-03
7.35793924e+00,6.78466912e-03,7.65072927e-03,-4.29035258e-03
7.37809849e+00,6.34285063e-03,6.77082082e-03,-4.96306689e-03
7.39825630e+00,2.98300665e-03,7.24992342e-03,-3.94760352e-03
7.41841555e+00,9.03717056e-03,4.67890780e-03,-3.91857512e-03
